Unnamed: 0,prompt,source,prompt_no
465,"Doctor Edward didn't mind the assistant lecturer's unpleasant behavior so much, but he did mind the unpleasant behavior of the assistant professor - Ms. Czeslawa Ceracz.",mnli,"Doktor Edward brydde seg ikke så mye om assistentlektorens ubehagelige oppførsel, men han hadde noe imot den ubehagelige oppførselen til adjunkten - Czeslawa Ceracz."
466,The impact of his treatment of the beast fell upon him and Ca'daan let out a single sob.,mnli,Virkningen av hans behandling av udyret falt på ham og Ca'daan ga ut en eneste hulk.
467,Ellen tiptoed into her father's garage to see what he was up to. She accidentally hit his work table and a hammer fell.,roc,Ellen gikk på tærne inn i farens garasje for å se hva han holdt på med. Hun slo ved et uhell arbeidsbordet hans og en hammer falt.
468,"My wife's coworker (Sara) recently visited her husband's grandson. They do not see him often. Her husband and daughter have an on again, off again relationship.",roc,"Min kones kollega (Sara) besøkte nylig sin manns barnebarn.De ser ham ikke ofte.Mannen og datteren hennes har en på igjen, av igjen forhold."
469,"Jenna didn't like her boss at work. He was always treating her as if she didn't exist. To make sure he'd notice her, she spiced his coffee with pepper.",roc,"Jenna likte ikke sjefen sin på jobben. Han behandlet henne alltid som om hun ikke eksisterte. For å være sikker på at han skulle legge merke til henne, krydret hun kaffen hans med pepper."
470,For a moment the girl fancied she must have dreamt it.,mnli,Et øyeblikk trodde jenta at hun måtte ha drømt det.
471,Drew had come west from Kentucky to find a father he had thought dead until the year before.,mnli,Drew hadde kommet vestover fra Kentucky for å finne en far han hadde trodd død før året før.
472,"John cut down trees for a living. While cutting down a tree a large limb fell onto his leg. John screamed in pain, alerting nearby homeowners.",roc,"John hogde ned trær for å leve. Mens han hogde ned et tre, falt et stort lem på beinet hans. John skrek av smerte og varslet huseiere i nærheten."
473,"What he saw of the resources of this private fort led Drew to accept the other stories he had heard of the Range, like the one that Don Cazar's men practiced firing blindfolded at noise targets to be prepared for night raids.",mnli,"Det han så av ressursene til dette private fortet førte til at Drew aksepterte de andre historiene han hadde hørt om Range, som den om at Don Cazars menn øvde på å skyte med bind for øynene mot støymål for å være forberedt på nattangrep."
474,"No, I myself took a sample of the coco remaining in the saucepan and had it analysed.",mnli,"Nei, jeg tok selv en prøve av kokosen som var igjen i kasserollen og fikk den analysert."
475,Russ was having a very long and stressful day in his job as a plumber. He had spent most of the day doing emergency sewer clearing.,roc,Russ hadde en veldig lang og stressende dag i jobben som rørlegger. Han hadde brukt mesteparten av dagen til nødrydning av kloakk.
476,Josh found an old letter in his closet. He read it and realized it was from his grandfather. Josh went to his grandmother and gave the letter to her.,roc,Josh fant et gammelt brev i skapet sitt. Han leste den og skjønte at den var fra bestefaren hans. Josh gikk til bestemoren sin og ga brevet til henne.
477,"Well, he said at last, ""let us go, mon ami.""",mnli,"Vel, sa han til slutt, ""la oss gå, mon ami."""
478,Dave stood at the penalty kick line waiting to shoot. He signaled to his friend who stood near the goalie.,roc,Dave sto ved straffesparklinjen og ventet på å skyte. Han signaliserte til vennen som sto i nærheten av keeperen.
479,Conrad lit a hissing gas burner and went out.,mnli,Conrad tente en susende gassbrenner og gikk ut.
480,Charlie woke up feeling miserable. He had broken out in a fever. He called his work to tell them he wouldn't be in today. He then took some medicine.,roc,Charlie våknet og følte seg elendig. Han hadde brutt ut i feber. Han ringte arbeidet sitt for å fortelle dem at han ikke ville være med i dag. Så tok han litt medisin.
481,Kelsi really wanted a new car. Problem was she could not afford one. She decided to she was going to buy one used. So she went to the used dealership.,roc,Kelsi ville virkelig ha en ny bil. Problemet var at hun ikke hadde råd til en. Hun bestemte seg for å kjøpe en brukt. Så hun gikk til bruktforhandleren.
482,"The man who says Teodoro Trinfan is ladrón bad one him I kill! Drew's left arm swept out across the boy's chest, pinning him back against the stable.",mnli,"Mannen som sier at Teodoro Trinfan er en dårlig mann, han dreper jeg! Drews venstre arm feide ut over guttens bryst, og festet ham tilbake mot stallen."
483,Laura had always wanted to learn how to make rice. She loved eating rice in restaurants but couldn't make it at home.,roc,"Laura hadde alltid ønsket å lære å lage ris.Hun elsket å spise ris på restauranter, men kunne ikke klare det hjemme."
484,He caught the shaft of the other axe with his left hand as it came in and kicked the assassin in the chest.,mnli,Han tok tak i skaftet på den andre øksen med venstre hånd da den kom inn og sparket leiemorderen i brystet.
485,Natasha loved basketball. She wanted to be professional player. She knew everything about the sport there was to know. She just didn't have any coordination or height.,roc,Natasha elsket basketball. Hun ønsket å bli profesjonell spiller. Hun visste alt om sporten det var å vite. Hun hadde bare ingen koordinasjon eller høyde.
486,"Don't you see? It wasn't the bomb that defeated us, but our own shell shock.",mnli,"Ser du ikke?Det var ikke bomben som beseiret oss, men vårt eget skallsjokk."
487,Joe's friend offered to pay him to mow his yard. Joe went to his friend's to work on the yard. He was suddenly attacked by a swarm of bees.,roc,Joes venn tilbød seg å betale ham for å klippe hagen hans. Joe dro til vennen sin for å jobbe på gården. Han ble plutselig angrepet av en sverm bier.
488,"Yes, tell me all about it, said Sir James.",mnli,"Ja, fortell meg alt om det, sa Sir James."
489,Terry and her friend were having fun. They had decided to hike up a hill near her house. The hill had lots of cool plants growing on it.,roc,Terry og venninnen hennes hadde det gøy. De hadde bestemt seg for å gå opp en bakke i nærheten av huset hennes. Åsen hadde mange kule planter som vokste på den.
490,"Ah, my young friend, it is lucky for you your skull is so thick.",mnli,"Ah, min unge venn, det er heldig for deg at skallen din er så tykk."
491,Joanie worked at a hair salon. Several of her clients loved her work. The clients referred her to their friends. Many people asked for Joanie at the salon.,roc,Joanie jobbet på en frisørsalong. Flere av kundene hennes elsket arbeidet hennes. Klientene henviste henne til vennene sine. Mange spurte etter Joanie i salongen.
492,There's a garrison out to the Mesa camp.,mnli,Det er en garnison ut til Mesa-leiren.
493,"Tina was looking for a new home. She got preapproved for a $500,000 home. She started looking in a very exclusive neighborhood. Soon, Tina decided on a home.",roc,Tina var på jakt etter et nytt hjem. Hun ble forhåndsgodkjent for et hjem på $500 000. Hun begynte å lete i et veldig eksklusivt nabolag. Snart bestemte Tina seg for et hjem.
494,Bob was looking at a house in the town of Herington. The agent laughed when Bob asked what he thought of the town.,roc,Bob så på et hus i byen Herington. Agenten lo da Bob spurte hva han syntes om byen.
495,I brought out my old telescope. I saw a brighter spot in the sky. I looked in the viewer. I could make out individual stars.,roc,Jeg tok frem det gamle teleskopet mitt. Jeg så et lysere sted på himmelen. Jeg så i betrakteren. Jeg kunne skimte individuelle stjerner.
496,Cindy loved drawing people. And her friends and family always gave her great compliments. Cindy thought she was a great artist and went to art school.,roc,Cindy elsket å tegne mennesker. Og hennes venner og familie ga henne alltid gode komplimenter. Cindy syntes hun var en stor kunstner og gikk på kunstskole.
497,"Gregg hated going from foster home to foster home. So when he finally found one he liked, he wanted to stay.",roc,"Gregg hatet å gå fra fosterhjem til fosterhjem. Så da han endelig fant en han likte, ville han bli."
498,We went to this donut place yesterday. They are only open at night. When we saw the line we were appalled. The line was twenty minutes long.,roc,Vi dro til dette smultringstedet i går. De er bare åpne om natten. Da vi så linjen ble vi forferdet. Linjen var tjue minutter lang.
499,Tim and Jessica went outside to play a game of hide and seek. Jessica found a great place to hide in a cave by a tree.,roc,Tim og Jessica gikk ut for å leke gjemsel. Jessica fant et flott sted å gjemme seg i en hule ved et tre.
500,"He stopped riding his bike, stopped walking, stopped talking, and during auntie Helena's name day party, he said for the last time: 'Mama.'",mnli,"Han sluttet å sykle, sluttet å gå, sluttet å snakke, og under tante Helenas navnedagsfest sa han for siste gang: 'Mamma.'"
501,Jamal met a girl on Facebook and arranged a date. He picked her up and met her 20-year-old daughter and 16-year-old son.,roc,Jamal møtte en jente på Facebook og avtalte en date. Han hentet henne og møtte hennes 20 år gamle datter og 16 år gamle sønn.
502,It started to rain before Marta left for work. She grabbed her umbrella. Marta walked to work under the peaceful rain. She dodged a puddle.,roc,Det begynte å regne før Marta dro på jobb. Hun tok tak i paraplyen. Marta gikk på jobb under det fredelige regnet. Hun unngikk en sølepytt.
503,Camille went out to birdwatch. She stood in the bushes watching for the birds. Camille felt something on her foot. She fearfully looked down.,roc,Camille dro ut til Birdwatch.Hun sto i buskene og så etter fuglene.Camille kjente noe på foten.Hun så redd ned.
504,"When they walked back to their camp, Adrin wore the dragon hammered guns on his hips as Jon wore his own.",mnli,"Da de gikk tilbake til leiren deres, bar Adrin dragen hamret våpen på hoftene mens Jon hadde sine egne."
505,Shelly made breakfast for her boyfriend. She planned extensively her meal. She decided to make eggs and bacon. She prepared a beautiful meal and served it to him.,roc,Shelly lagde frokost til kjæresten sin. Hun planla mye måltidet sitt. Hun bestemte seg for å lage egg og bacon. Hun lagde et vakkert måltid og serverte det til ham.
